"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2","M4A5Cf 2","ah5Ghc 3"
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Foodnest+Mirpur+14/data=!4m7!3m6!1s0x3755c73f8dc55ef5:0x6d1bb2e4c14091e6!8m2!3d23.7967679!4d90.3876724!16s%2Fg%2F11lrf1vcy1!19sChIJ9V7FjT_HVTcR5pFAweSyG20?authuser=0&hl=en&rclk=1","Foodnest Mirpur 14","4.1","(503)","·","৳200–400","Restaurant","·","","·","Apex Building, CB211/8,Mirpur 14 (Kochukhet Mian Road, 14 Muktijoddha Rd","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noli6xNRG9U6JBwXT7HBLOsrFTwKiZePCqFSR6h2qLXQNBi6nCu7vjFC70pV7l_qLXdliMkiK9jmIwHOuhaS-ZShLpNYR3W8w26AWKSdPDDPRov7PvpdkMfZ7SpQbOPgdWSS8i8=w122-h92-k-no","Dine-in","·","Drive-through","·","Delivery"
"https://www.google.com/maps/place/Segreto/data=!4m7!3m6!1s0x3755c1a3d1cdb4f1:0x933da0b5667727e2!8m2!3d23.8009313!4d90.3540249!16s%2Fg%2F11pyssn6bq!19sChIJ8bTN0aPBVTcR4id3ZrWgPZM?authuser=0&hl=en&rclk=1","Segreto","4.2","(657)","","","Fusion restaurant","·","","·","Plot No, 32 Rd No. 2","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/p/AF1QipNYVbSc7y6wacNGerIrAzyAxzxPvCsotLDzfMDL=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Metro+Escape/data=!4m7!3m6!1s0x3755c1b54e8b0297:0x441277b7ff4e6b0f!8m2!3d23.8183549!4d90.3651982!16s%2Fg%2F11ry7lc37j!19sChIJlwKLTrXBVTcRD2tO_7d3EkQ?authuser=0&hl=en&rclk=1","Metro Escape","4.0","(788)","·","৳400–600","Restaurant","·","","Purobi Metro Station","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqBnMdx_h6IvxCFZCe_Z-lBZSic9Ko_k9XiyGWp_9-J8B2fPqHXMoMNX24bO9hbCrM-9fU_iSKtrin_ROMMc5fU717Hnu9MWcG2uxnP6k23j62HDZMHK6KUAFLKOqQJGQxM6Ew=w122-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Soya/data=!4m7!3m6!1s0x3755c1deceee9291:0xaae600ccf9d8b7ea!8m2!3d23.8101287!4d90.3662141!16s%2Fg%2F11sx51d5zb!19sChIJkZLuzt7BVTcR6rfY-cwA5qo?authuser=0&hl=en&rclk=1","Soya","4.3","(1,007)","·","$$","Restaurant","·","","·","House 1/2, Hyperion Krishnachura Heights, Avenue 5","Open","⋅ Closes 10:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no_Brm5JjoCd6lI6xGxXz-CAt2B9GiRmUBt70ppZ4coF-E3QlnbxT_KmGJTEcUdX9eMhSrsJYqjDB4PUW481vIoY_sg_AmPd0vUBZku2MgQiC1Lqi61qFOJDSZTwB5oQ2hWfg=w80-h106-k-no","Dine-in","·","Takeaway","·","No delivery"
"https://www.google.com/maps/place/Burger+Xpress+-+Benaroshi,+Mirpur+10/data=!4m7!3m6!1s0x3755c17b6db346e3:0x446710e4d6aaaf15!8m2!3d23.8095422!4d90.3703839!16s%2Fg%2F11mtddy4qn!19sChIJ40azbXvBVTcRFa-q1uQQZ0Q?authuser=0&hl=en&rclk=1","Burger Xpress - Benaroshi, Mirpur 10","4.1","(489)","·","৳200–400","Restaurant","·","","10b Ave No. 1","","Open","⋅ Closes 12 AM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqTBngqq0jDTK7zJ3DlDDeA6MdcqrSO1uyixlOxxl1skqyh4tW58sgj25DdlvbtYO3Q3ZhZjhP2NSf0MapSSuBE4YrrBPXBPsUDuCMVTMEI2lwonyNiEzYsSVQ6Q3rUxN1AbKWf=w122-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/Hello+Dine/data=!4m7!3m6!1s0x3755c1617135b89f:0xf591c1b647bd2801!8m2!3d23.8090347!4d90.3604491!16s%2Fg%2F11gr460pmr!19sChIJn7g1cWHBVTcRASi9R7bBkfU?authuser=0&hl=en&rclk=1","Hello Dine","4.0","(960)","·","৳200–400","Restaurant","·","","·","House-27 Road No. 1","Open","⋅ Closes 10:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noKBRYuUJOgK6-V3lZVjSb_pF8hq-nUphtZjKVzIV85Z_W4EYNZ1hO1-9IIZsf5W_VMgMmZNv7dA2WIf-WeCzNbAiLJEeuEhOlW5awuImLHSgwOkONVsnzrgZuvsR8Gc4_oKcXD=w122-h92-k-no","Dine-in","·","Drive-through","",""
"https://www.google.com/maps/place/Cafe+Dastarkhana/data=!4m7!3m6!1s0x3755c0d80611810d:0xc855975959b749c3!8m2!3d23.8100811!4d90.364886!16s%2Fg%2F11cm3mtyc0!19sChIJDYERBtjAVTcRw0m3WVmXVcg?authuser=0&hl=en&rclk=1","Cafe Dastarkhana","4.2","(2,841)","·","৳200–400","Restaurant","·","","·","House-41 Avenue 5","Open","⋅ Closes 10:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npkcUIc2ignPlpuu3cScfqAFrv6t10Gk373vhDCN1SIQrb1CIugyTim15wy4WJtjZjZ9Wj1jx5rsyQINxSIDu51trJB7W8kqsDEHM7Ms24Wwq8PCxYJ2xUzuWTwHcK17q34RJo=w122-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Khana%27s+Mirpur/data=!4m7!3m6!1s0x3755c1c3f9531e0b:0xf01a7868c9e0b79d!8m2!3d23.8101023!4d90.3663401!16s%2Fg%2F11fjbkprdj!19sChIJCx5T-cPBVTcRnbfgyWh4GvA?authuser=0&hl=en&rclk=1","Khana's Mirpur","4.2","(3,097)","·","৳200–400","Restaurant","·","","·","Block C, Avenue 5","Open","⋅ Closes 10:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npLMat6Jlm7mNFS-T9rrjVX5qLKks864eJkv5OhwcI4z9tS3ZUo9DTdnH4AdLm0ygDP1l2IlgC5V5w5gcnblwgX-ied7oLiDi9Iuctgjh2rsG-GuZCKhSJx71Me14RPCDsR13M=w122-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Boogeyman+Mirpur/data=!4m7!3m6!1s0x3755c1f7d2704a37:0x188fc27e5b86ccf0!8m2!3d23.8104128!4d90.3614039!16s%2Fg%2F11st93h4d9!19sChIJN0pw0vfBVTcR8MyGW37Cjxg?authuser=0&hl=en&rclk=1","Boogeyman Mirpur","4.5","(140)","·","৳200–400","Hamburger","·","","7 Avenue 5","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npDgkO_Bo3c1qpLqs2UP7ymN0S0q5EVBTC12MBktK4DEB-9XnEIHgYaTVk5mAkC9bjAfqo8hdNmjirWBkSd8AssvtxaNmSoxS9RXqjk61IQCdbnpai8eqfU37Lbsqf1YfXz85s=w80-h106-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/The+Cuisine+Hub/data=!4m7!3m6!1s0x3755c1ed1386a62b:0x9d35bc68719e212f!8m2!3d23.8298052!4d90.3636598!16s%2Fg%2F11lf2grk1l!19sChIJK6aGE-3BVTcRLyGecWi8NZ0?authuser=0&hl=en&rclk=1","The Cuisine Hub","4.4","(160)","","","Restaurant","·","","Top Floor, Ramjannessa Super Market, 142 Mirpur Senanibash Road","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/p/AF1QipMd4oiIEFfx9avbHulA6nfuZ9TC01Ube2dg0jwc=w92-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/The+Dining+Lounge+Mirpur+Rooftop/data=!4m7!3m6!1s0x3755c1bbae24fe8d:0xd087fef7e208c72c!8m2!3d23.8014863!4d90.3544945!16s%2Fg%2F11j3gxmz83!19sChIJjf4krrvBVTcRLMcI4vf-h9A?authuser=0&hl=en&rclk=1","The Dining Lounge Mirpur Rooftop","3.6","(1,454)","·","৳200–600","Restaurant","·","","Zoo Road","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npk87UePmGhAFN5lY8SxMNY-EvC6njZzZSOIavYbSwYmtIEJNrnGosQtHhV00HcsTi4KEwIs7BXkDCZrr2UAXCjeNpcuwSorulKiqGppEW-kJIUVtu9D-vLtYVT4iMZV_0ZB7A=w163-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/Madchef+Mirpur/data=!4m7!3m6!1s0x3755c0d437eba86d:0xe49ca3bfac3b9b23!8m2!3d23.8066993!4d90.3715728!16s%2Fg%2F11g8bwt340!19sChIJbajrN9TAVTcRI5s7rL-jnOQ?authuser=0&hl=en&rclk=1","Madchef Mirpur","4.1","(3,167)","·","৳400–600","Fast Food","·","","·","2nd Floor, Senpara Porbota, Plot 13 Rd No 1","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4vDph1uSOeETljNO4Mzw5ugIUm5WqwNnvyOO1fJo4y3Ijo_XgE5mSq37CHxeX9wYiHPPbAzaiLezjBvp8KU7mQfzZMQOImvi6L3ZnCzg0lgQDU0Bs_AfR-7S118v5smGpCNq5=w122-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/PAPIZZA/data=!4m7!3m6!1s0x3755c15df3fd0a31:0x555d551baaf8247a!8m2!3d23.8101063!4d90.3664112!16s%2Fg%2F11qn2ft0r2!19sChIJMQr9813BVTcReiT4qhtVXVU?authuser=0&hl=en&rclk=1","PAPIZZA","4.0","(289)","·","৳200–400","Restaurant","·","","Block-A, Plot-3, 4 Avenue 5","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/p/AF1QipMaREVuyJwVyZAvRpJSKxoEvpwSsV0HgZF9FMTc=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Habit+Lounge/data=!4m7!3m6!1s0x3755c7c9fc3a3c0b:0xa32899a9a4ef7591!8m2!3d23.8379308!4d90.3753239!16s%2Fg%2F11s3cn0ywg!19sChIJCzw6_MnHVTcRkXXvpKmZKKM?authuser=0&hl=en&rclk=1","Habit Lounge","4.5","(156)","·","৳200–400","Restaurant","·","","Level 7, Shop 15,16,18,19, Shopping Complex","","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/p/AF1QipP5xLJB-W6BS1gCfSDqbxqZ5L1ZjAeftJmPtbW_=w80-h142-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Burger+Lab+Mirpur-1/data=!4m7!3m6!1s0x3755c144745891b7:0xd0681c8ee537af55!8m2!3d23.8022456!4d90.3529599!16s%2Fg%2F11j205wbyz!19sChIJt5FYdETBVTcRVa835Y4caNA?authuser=0&hl=en&rclk=1","Burger Lab Mirpur-1","4.4","(854)","·","৳200–400","Restaurant","·","","2 Zoo Road","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqOqfARoQJ5S0sdy2yhFuNyy_mdLa739eiQDrP4Ugisnb-XpkJpgmhEqtfwiTnFi-p6Urj3avkMLvrRtCvMxbXByka_WMsoUEsSw46rMcdEFdBNgwW_FkV_I1y3YTPJlrLCZLw-kA=w122-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/Kathbadam+Restaurant/data=!4m7!3m6!1s0x3755c0d9e8a311c1:0xca85a18f2d79707e!8m2!3d23.8059159!4d90.3652276!16s%2Fg%2F1q6jgr_mc!19sChIJwRGj6NnAVTcRfnB5LY-hhco?authuser=0&hl=en&rclk=1","Kathbadam Restaurant","3.7","(1,056)","·","$$","Restaurant","·","","·","Dasura Tower (2nd Floor), Mirpur Road","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np9r0fiCLUmgCNhRe6rXxFzG73OPOrYAJfOu1LPnW73Rj_OPevXMA4yWKAD3ONj4eufsEZlpQ7sCezBAOUiQcpHnGe6u-Erug4PYtSsd5Gie0_vYi2wubpf600l0RGUgEc49Oapow=w122-h92-k-no","Dine-in","·","Drive-through","·","Delivery"
"https://www.google.com/maps/place/Bismillah+Biriyani+House/data=!4m7!3m6!1s0x3755c168eb71fa07:0xcbfdadd7958118f7!8m2!3d23.8289452!4d90.367935!16s%2Fg%2F11qggb0sh0!19sChIJB_px62jBVTcR9xiBldet_cs?authuser=0&hl=en&rclk=1","Bismillah Biriyani House","4.2","(360)","·","৳1–200","Asian","·","","·","R9H9+H5F, Road No. 1","Open","⋅ Closes 12 AM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq91dxA141gBISyEN6aq6edMIf-WmjHEm2wuCIiBgPEqNUH9T3VEt_UuOi8BQUeaPlT9aose-d-KAsCTcvANoCTzwwo1H_lfTumrw8yGKeUID7WvvirZ4lZZfYs7uO3Nk0jWgz7Bw=w122-h92-k-no","Dine-in","·","Drive-through","·","Delivery"
"https://www.google.com/maps/place/Galleria+Restaurant+and+Cafe/data=!4m7!3m6!1s0x3755c13ab1543e45:0x98ec151ff686567a!8m2!3d23.8229845!4d90.3645129!16s%2Fg%2F11f5030khh!19sChIJRT5UsTrBVTcRelaG9h8V7Jg?authuser=0&hl=en&rclk=1","Galleria Restaurant and Cafe","4.1","(795)","·","$$","Restaurant","·","","·","2nd Floor, City Club Market, Road No #01","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrt_FQWC6PDZj47r_tlhRpqq59FbDorDh6jj6ZtVgp6EMkD2r3pHxYOJuWlKBRafuQopuR_LpuBnlIM4fTAybguahhJh8bYi4NcHDGOUI6ZR2y5bLS5dZsSdBjhTsRnOm8lqKXYlA=w138-h92-k-no","Dine-in","·","Drive-through","·","Delivery"
"https://www.google.com/maps/place/Hungry+Eyes+1+Mirpur-+11/data=!4m7!3m6!1s0x3755c128baa71f43:0x8ea3b69339544491!8m2!3d23.8157579!4d90.3653675!16s%2Fg%2F11ggw7r_3w!19sChIJQx-nuijBVTcRkURUOZO2o44?authuser=0&hl=en&rclk=1","Hungry Eyes 1 Mirpur- 11","4.5","(1,127)","·","৳1–200","Fast Food","·","","2 মিল্ক ভিটা সড়ক","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noF-T6h6t06v_PkHIaRRQGh_ryDhDcicORi7hG0TcXRh7sHNpcRy7FN_-L4zQZ7jgCG1LQ-jPw_ZebR9age8nMLIo1sAHJN2-5meQKb4ZZytm6Xsey3UF0wqxGLevEsNCYjjFsz=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Roadside+Kitchen+-+Mirpur+1/data=!4m7!3m6!1s0x3755c13941db9ab1:0xbd332a9eff4a2fb!8m2!3d23.8025351!4d90.3532788!16s%2Fg%2F11h_hw8zfw!19sChIJsZrbQTnBVTcR-6L076ky0ws?authuser=0&hl=en&rclk=1","Roadside Kitchen - Mirpur 1","3.6","(2,577)","·","৳200–600","Restaurant","·","","Zoo Road","","Open","⋅ Closes 10:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npNVG2CdB9XQB_XLsriWi5JgU4l43wqrYOEvRbdbozeIkJcLzZVRPFsqdwiPWRzi6UMIEfzAh_fE3oqO7fST7w-AQWqd1aSv557ZAiK-i-G3J4m4uQkjkFLosF-hhIddz4njOY=w122-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/City+Park+Chinese+Restaurant+%26+Convention+Center/data=!4m7!3m6!1s0x3755c73bbe3a87df:0x72c8a28305b34570!8m2!3d23.7945046!4d90.3876532!16s%2Fg%2F11cncf1k9w!19sChIJ34c6vjvHVTcRcEWzBYOiyHI?authuser=0&hl=en&rclk=1","City Park Chinese Restaurant & Convention Center","3.8","(1,926)","·","$$","Restaurant","·","","Q9VQ+R32, Kachukhet Road","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npYia4kqzVG-x5Rtyk1EEWUsXNUV1tFdmVjbLK7w5oBvycVT_I7SXPw-mxqjLbR4Q7M4RPP6iApCinjFuWGzstdbNmcGNoJ_D1-pF-m64X0UiWwrV2-slcXUOBM7kYTtR7uUAGzFA=w80-h106-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Hungry+Restaurant+~+Kachukhet/data=!4m7!3m6!1s0x3755c79aee494995:0xb3b2feaca8442b80!8m2!3d23.7968964!4d90.3872672!16s%2Fg%2F11gjhm0dd2!19sChIJlUlJ7prHVTcRgCtEqKz-srM?authuser=0&hl=en&rclk=1","Hungry Restaurant ~ Kachukhet","3.6","(523)","·","৳200–400","Restaurant","·","","Dcc-7","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYOXnZWXp1p_suanm1XvjQI_Raf1slgKaRNNj6lEWSCpqhMe-mI57KSgIHxm_oWNuZzP2-fzBHQbbYi8RuuK0EN5s9dmXEFtwZtRI4aNaTjVnthNRjQ6st57w5ipD0AZiuQN1Nfw=w122-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Sultan%27s+Dine/data=!4m7!3m6!1s0x3755c1724e9c54ff:0x3e42f803a6a8a027!8m2!3d23.8064269!4d90.3665614!16s%2Fg%2F11kyvwyft1!19sChIJ_1ScTnLBVTcRJ6CopgP4Qj4?authuser=0&hl=en&rclk=1","Sultan's Dine","4.1","(6,295)","·","৳400–600","Restaurant","·","","S. Ali Tower, plot no-22, Section-6/A, Main road-1, Mirpur-6 Dhaka","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nouu9nfmDcDaI6aHA5DJJE001Ix7Y2ZLPzLmgAOITZaQMFp2QCwL2tpsXpJCw9AhUQFejahE6-oMmo_EXMJXL8oxVz7jn8CyxMOP8wAo_5Hjh-hQmsxOofnoYJZGsYrFTN862Eb=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/PERI+PASTA/data=!4m7!3m6!1s0x3755c0e73f1cf5b9:0x3f88a9d5eb641126!8m2!3d23.803441!4d90.3547506!16s%2Fg%2F11c5rpc67y!19sChIJufUcP-fAVTcRJhFk69WpiD8?authuser=0&hl=en&rclk=1","PERI PASTA","4.0","(1,974)","·","৳200–400","Restaurant","·","","·","14 Rd 1","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrS1paw6zcXbkcbjWCaD0DOsZZYn8eekKNT7Fq1RTYqH_N4bg6g9t4CK0-Ju_vMq2ormQE0A2YtEO5vzZypMNcw-Tb21OZaTpYPPVf3_JKgy8xohSNaN1ugAIFoMkgF95gr5Xg-Sw=w122-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Sky+Lounge/data=!4m7!3m6!1s0x3755c14ee7ee4c7d:0x951008546ab611ab!8m2!3d23.8005449!4d90.355272!16s%2Fg%2F11spdtbjwn!19sChIJfUzu507BVTcRqxG2alQIEJU?authuser=0&hl=en&rclk=1","Sky Lounge","4.2","(591)","","","Fine Dining","·","","105 Mirpur Rd, Dhaka 1216","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npti3s3LoRO-UMoEbangqK-TUNk1FMR9qDAQDPGmrtf_Y6vtEa1R1_eJNrPdI6RO6rI3tuyg-Ybuo3YubJH7CmyBwu3uH2tZnVM-Yr8MzmLRNOf7nBtUewnS3ZahNWaXeWxTRFN=w80-h106-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Kacchi+Darbar+Mirpur/data=!4m7!3m6!1s0x3755c1005f421f3f:0xdf09d2e3679e314f!8m2!3d23.7992641!4d90.3545907!16s%2Fg%2F11y332228f!19sChIJPx9CXwDBVTcRTzGeZ-PSCd8?authuser=0&hl=en&rclk=1","Kacchi Darbar Mirpur","4.7","(294)","·","৳200–400","Biryani","·","","Q9X3+PR4","","Open","⋅ Closes 11:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no-Ort0ETkQrNIod3tSMtm2Q4p1t-OyYlbhsseqmm-kgvtiVOmt7ZM6oKjgwPCyHCIlb08ZDuQqjsJw3eoVAJGxrkVVoOLwVCUfarDtTtNlM_VY0FVt4H01xPud7gbYDI2S-jFkl87maB8=w122-h92-k-no","Dine-in","·","No-contact delivery","",""
"https://www.google.com/maps/place/The+Hub+Rooftop+Restaurant/data=!4m7!3m6!1s0x3755c1fb1aea654d:0xf48f0665def1f093!8m2!3d23.80118!4d90.3541896!16s%2Fg%2F11j38tbr90!19sChIJTWXqGvvBVTcRk_Dx3mUGj_Q?authuser=0&hl=en&rclk=1","The Hub Rooftop Restaurant","3.9","(882)","·","৳200–400","Restaurant","·","","·","29 Zoo Road","Open","⋅ Closes 10:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqCgHNvWiZTkAkn1dOe3LayK4pgT9lUtdmpwGuxdoKmHhYq6EHJNCvFkCxuUVvdpM3ZBBSy7nnyUegf6fB0RYB674BgcFBmcRD9hDubxbWr-ikfkRbyb8j1GC08xqVMJHctSHHW=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Chaap+Ghor+Mirpur/data=!4m7!3m6!1s0x3755c1b675f18ad7:0x1dfbf1d7215108c1!8m2!3d23.8053805!4d90.3573533!16s%2Fg%2F11n018jq73!19sChIJ14rxdbbBVTcRwQhRIdfx-x0?authuser=0&hl=en&rclk=1","Chaap Ghor Mirpur","4.0","(631)","·","৳200–400","Restaurant","·","","Avenue - 1, Block - C, House - 18, Sector - 2, Mirpur, Dhaka","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nralnC78gwAdLaaUnYyey46x9XQlnr0gWipzb1AKdijCaLUnkYQXH310jaUyHndAU2RQHE4U1Br843eWZ1i0tfLO2i9RT2tJVkPWPqqPcZRjbKf_WPvfEX3n87pqlRHWjUaZMqB=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Cheez+Mirpur/data=!4m7!3m6!1s0x3755c1528c4b4f37:0xfefecdc260525c67!8m2!3d23.8092548!4d90.3676936!16s%2Fg%2F11mvs8s7qj!19sChIJN09LjFLBVTcRZ1xSYMLN_v4?authuser=0&hl=en&rclk=1","Cheez Mirpur","4.2","(382)","","","Restaurant","·","","Block A, 3rd floor, Upoma plaza, House 2/A, Rd Number 4","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqdlZAojoTxahodtbohkGvHz9B6-41SnGrcpQMzzWyngeeqwzKPtp3xMlluqsAEYEfRHhzCEQgurBZNjTYLrb8fxLvaClXwC6synlgmRJKVyaGx7LAmc78obAKWTgSS5NvFEVkK7w=w122-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/Buffet+Lounge+Mirpur+12/data=!4m7!3m6!1s0x3755c17ff7d9275b:0x23e7ee929f2bb58d!8m2!3d23.8290109!4d90.3636391!16s%2Fg%2F11vcn8wn1w!19sChIJWyfZ93_BVTcRjbUrn5Lu5yM?authuser=0&hl=en&rclk=1","Buffet Lounge Mirpur 12","3.7","(1,047)","·","৳600–800","Buffet","·","","Trust Trouser Ltd.","","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqfRFw9eI_G_9OVbxDugLwY1_u5KU3cGetBs40WvebfC52JIsur4rk20tUHiInpLvhxGbli_sBjz1eJj3E4L3_f3mkFuqgG2bvOKaYCvDMQap7CjxGroFi3X59I2qgzqp17qOU=w122-h92-k-no","Dine-in","·","Takeaway","",""
"https://www.google.com/maps/place/Night+Queen+Thai+%26+Chinese+Restaurant/data=!4m7!3m6!1s0x3755c1698e788513:0xe43be99529f34297!8m2!3d23.8063573!4d90.373472!16s%2Fg%2F11lky0k3f5!19sChIJE4V4jmnBVTcRl0LzKZXpO-Q?authuser=0&hl=en&rclk=1","Night Queen Thai & Chinese Restaurant","3.8","(229)","","","Restaurant","·","","plot-31,section-10, Main Road","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrpzBYpVKgSmEouxxnRWuBZ0ah4oXNEZ2YdhVYOl-bMmgNAOPi5UYO9LbV6YdMSf2cPYtuoW_rbTRXgHwC09LFsUWcPyCmvfldezYds8mXI2Dap23xh1uylQaxGBujWD8CN9LKRiA=w163-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Takeout+Mirpur+11/data=!4m7!3m6!1s0x3755c1ba6ef23523:0xc100c3eb73432181!8m2!3d23.8180955!4d90.3652048!16s%2Fg%2F11ft8skr_g!19sChIJIzXybrrBVTcRgSFDc-vDAME?authuser=0&hl=en&rclk=1","Takeout Mirpur 11","4.2","(989)","·","৳200–600","American","·","","·","Sagufta RM Center Plot #16&17(L-G) Main road, Mirpur 11","Open","⋅ Closes 11:45 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-kSviDHI-Pya30oGA841y8eBb8eY89z7zle7RsI8Uwbm1Fh6JBB_end0BSTvfbXCLrlM78TnUdXsH9cHdqTxdbN9Z84L6HY5NI5HNnvHYSslAyT8BZ1KMbOiNHA7pGfJ6h62X=w80-h106-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Diggger+Mirpur/data=!4m7!3m6!1s0x3755bfa404438437:0xec5f5868d0ee02a6!8m2!3d23.8024223!4d90.3537753!16s%2Fg%2F11p15jhdc_!19sChIJN4RDBKS_VTcRpgLu0GhYX-w?authuser=0&hl=en&rclk=1","Diggger Mirpur","4.0","(585)","·","$$","Pizza","·","","Block-D, Plot No, 2nd Floor, Plot No-76, Zoo Road, Block-D, Mirpur-2, East Side Of Idgah Ground, 76 Zoo Road","","Open","⋅ Closes 12 AM","https://lh3.googleusercontent.com/p/AF1QipNfD4VbWr0yGfj4UDd-gdaDPm1zP26YAoubOkF5=w122-h92-k-no","Dine-in","·","Takeaway","",""
"https://www.google.com/maps/place/Crust+and+Beans+Mirpur+12/data=!4m7!3m6!1s0x3755c1e527ad6f49:0xdca66f7a3f978fc9!8m2!3d23.8272465!4d90.3644021!16s%2Fg%2F11ks0gb9tw!19sChIJSW-tJ-XBVTcRyY-XP3pvptw?authuser=0&hl=en&rclk=1","Crust and Beans Mirpur 12","4.1","(103)","·","৳400–600","Restaurant","·","","·","Safura Tower, Road -7, Holding -45, Block-A, Mirpur","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqgSxpi4RlBoA14SFkQG3n-gAUNaBH9GbZuyiKbLJXu6_Y2d4U1ROdlPSt04_SJgHTN-vFuWR1NbWSyxnpx0TJ0oTjwRamLJOQt2qDy2wN0Dnnjz-PzRKxwiD6dBTsl38b6KnYR=w122-h92-k-no","Dine-in","·","Kerbside pickup","·","No-contact delivery"
